Titel;Datum;Verwaltungsebene;Typ;Resultat;Ja-Stimmen;Nein-Stimmen;URL;Status;Total der Gemeinden;Ausgezählte Gemeinden;Letzte Änderung;turnout
Ersatzwahl Kreisgericht St.Gallen: haupt-/teilamtliche/r Richter/in;2015-11-15;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-st-gallen-haupt-oder-teilamtliche-r-richter-in-1;abgeschlossen;9;9;2022-07-12T11:26:34+02:00;0.0
Verfassungsinitiative «Verkleinerung des Kantonsrates»;2007-03-11;canton;vote;accepted;60.241851595006935;39.758148404993065;https://wab.sg.ch/vote/verfassungsinitiative-verkleinerung-des-kantonsrates;abgeschlossen;88;88;2022-01-19T07:36:21+01:00;39.7231446179915
Ersatzwahl Gerichtskreis St.Gallen: Richter/in;2007-03-11;none;election;;;;https://wab.sg.ch/election/ersatzwahl-gerichtskreis-st-gallen-richter-in-2;abgeschlossen;4;4;2022-01-19T07:36:19+01:00;0.0
Gesetz über die Umsetzung der Neugestaltung des Finanzausgleichs und der Aufgabenteilung zwischen Bund und Kanton;2007-09-23;canton;vote;accepted;82.23741063712782;17.762589362872177;https://wab.sg.ch/vote/gesetz-ueber-die-umsetzung-der-neugestaltung-des-finanzausgleichs-und-der-aufgabenteilung-zwischen-bund-und-kanton;abgeschlossen;88;88;2022-01-19T07:36:21+01:00;22.215121022572752
VI. Nachtrag zum Einführungsgesetz zur Bundesgesetzgebung über die Berufsbildung;2006-05-21;canton;vote;accepted;80.02083110778763;19.97916889221237;https://wab.sg.ch/vote/vi-nachtrag-zum-einfuehrungsgesetz-zur-bundesgesetzgebung-ueber-die-berufsbildung;abgeschlossen;89;89;2022-01-19T07:36:21+01:00;25.991128885407328
Kantonsratsbeschluss über die Zuweisung der Golderträge;2006-05-21;canton;vote;accepted;59.826562479057486;40.173437520942514;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-die-zuweisung-der-goldertraege;abgeschlossen;89;89;2022-01-19T07:36:21+01:00;26.025142841436555
Ersatzwahl Gerichtskreis Ober-/Neutoggenburg: 2 Richter/innen;2006-11-26;none;election;;;;https://wab.sg.ch/election/ersatzwahl-gerichtskreis-ober-untertoggenburg-richter-in-1;abgeschlossen;12;12;2022-01-19T07:36:19+01:00;0.0
Gesetz über die St.Galler Pensionskasse;2013-06-09;canton;vote;accepted;70.3685846472646;29.631415352735402;https://wab.sg.ch/vote/gesetz-ueber-die-st-galler-pensionskasse;abgeschlossen;77;77;2022-01-19T07:36:21+01:00;33.35141914019857
Änderung des Arbeitsgesetzes;2013-09-22;federation;vote;accepted;52.273396424815985;47.726603575184015;https://wab.sg.ch/vote/anderung-des-arbeitsgesetzes;abgeschlossen;78;78;2022-01-19T07:36:20+01:00;45.8788208738065
Volksinitiative Familieninitiative;2013-11-24;federation;vote;rejected;45.938520298158075;54.061479701841925;https://wab.sg.ch/vote/volksinitiative-familieninitiative;abgeschlossen;78;78;2022-01-19T07:36:21+01:00;51.95590903458071
Erneuerungswahl der st.gallischen Mitglieder des Ständerates (1. Wahlgang);2011-10-23;canton;election;;;;https://wab.sg.ch/election/erneuerungswahl-der-st-gallischen-mitglieder-des-staenderates-1-wahlgang-1;abgeschlossen;86;86;2022-07-25T10:58:45+02:00;51.71846153341663
Ersatzwahl Kreisgericht Rheintal: Richter/in;2011-10-23;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-rheintal-haupt-oder-teilamtliche-r-richter-in-3;abgeschlossen;13;13;2022-07-21T11:46:07+02:00;0.0
Elekrizitätsmarktgesetz;2002-09-22;federation;vote;rejected;48.10654525514697;51.89345474485303;https://wab.sg.ch/vote/elekrizitaetsmarktgesetz;abgeschlossen;90;90;2022-01-19T07:36:21+01:00;42.28970028150356
Volksinitiative «Ja zum Tier- und Menschenversuchsverbot – Ja zu Forschungswegen mit Impulsen für Sicherheit und Fortschritt»;2022-02-13;federation;vote;rejected;21.94595217184733;78.05404782815268;https://wab.sg.ch/vote/volksinitiative-ja-zum-tier-und-menschenversuchsverbot-ja-zu-forschungswegen-mit-impulsen-fuer-sicherheit-und-fortschritt;abgeschlossen;78;78;2022-02-13T13:22:10+01:00;42.73961257634901
Änderung des Bundesgesetzes über die Stempelabgaben (StG);2022-02-13;federation;vote;rejected;37.975446315132245;62.024553684867755;https://wab.sg.ch/vote/anderung-des-bundesgesetzes-ueber-die-stempelabgaben-stg;abgeschlossen;78;78;2022-02-13T13:22:11+01:00;42.61507919592237
Bundesgesetz über ein Massnahmenpaket zugunsten  der Medien;2022-02-13;federation;vote;rejected;35.59711050033816;64.40288949966184;https://wab.sg.ch/vote/bundesgesetz-ueber-ein-massnahmenpaket-zugunsten-der-medien;abgeschlossen;78;78;2022-02-13T13:22:11+01:00;42.76062187524739
Ersatzwahl Kreisgericht St.Gallen: 2 nebenamtliche Richter/innen;2022-02-13;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-st-gallen-zwei-nebenamtliche-richter-innen;abgeschlossen;9;9;2022-07-11T15:42:16+02:00;37.00342488572609
Kantonsratsbeschluss über den Bau des neuen Staatsarchivs des Kantons St.Gallen am Standort Waldau in St.Gallen und über einen Kantonsbeitrag an den Ersatz des Studienzentrums Waldau der Ost – Ostschweizer Fachhochschule;2022-05-15;canton;vote;accepted;71.56325646579182;28.436743534208176;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-den-bau-des-neuen-staatsarchivs-des-kantons-st-gallen-am-standort-waldau-in-st-gallen-und-ueber-einen-kantonsbeitrag-an-den-ersatz-des-studienzentrums-waldau-der-ost-ostschweizer-fachhochschule;abgeschlossen;77;77;2022-05-15T13:09:31+02:00;35.5260061560087
Ersatzwahl Kreisgericht Wil: Gerichtspräsident/in;2022-05-15;none;election;;;;https://wab.sg.ch/election/ersatzwahl-kreisgericht-wil-gerichtspraesident-in;abgeschlossen;10;10;2022-05-15T14:43:31+02:00;0.0
Bundesbeschluss über die Zusatzfinanzierung der AHV durch eine Erhöhung der Mehrwertsteuer;2022-09-25;federation;vote;accepted;59.51744061630644;40.48255938369356;https://wab.sg.ch/vote/bundesbeschluss-ueber-die-zusatzfinanzierung-der-ahv-durch-eine-erhoehung-der-mehrwertsteuer-1;abgeschlossen;78;78;2022-09-27T15:54:42+02:00;51.310833047963364
Bundesgesetz über die Verbesserung der steuerlichen Rahmenbedingungen für unternehmerische Tätigkeiten und Investitionen;2008-02-24;federation;vote;accepted;53.0744995395279;46.9255004604721;https://wab.sg.ch/vote/bundesgesetz-ueber-die-verbesserung-der-steuerlichen-rahmenbedingungen-fuer-unternehmerische-taetigkeiten-und-investitionen;abgeschlossen;88;88;2022-01-19T07:36:20+01:00;34.71103525599438
Erneuerungswahl der Mitglieder der Regierung (2. Wahlgang);2008-05-04;canton;election;;;;https://wab.sg.ch/election/erneuerungswahl-der-mitglieder-der-regierung-2-wahlgang-3;abgeschlossen;88;88;2022-07-22T12:47:44+02:00;37.89804708282362
Verfassungsartikel «Für Qualität und Wirtschaftlichkeit in der Krankenversicherung»;2008-06-01;federation;vote;rejected;41.99943237036973;58.00056762963027;https://wab.sg.ch/vote/verfassungsartikel-fuer-qualitaet-und-wirtschaftlichkeit-in-der-krankenversicherung;abgeschlossen;88;88;2022-01-19T07:36:21+01:00;39.38519410471007
Kantonsratsbeschluss über Erwerb und Umbau des Kulturzentrums Lokremise in St. Gallen;2008-11-30;canton;vote;accepted;57.22448793255624;42.77551206744376;https://wab.sg.ch/vote/kantonsratsbeschluss-ueber-erwerb-und-umbau-des-kulturzentrums-lokremise-in-st-gallen;abgeschlossen;88;88;2022-01-19T07:36:21+01:00;45.19787327894189
Erneuerungswahl Kreisgericht Rorschach: Gerichtspräsident/in;2008-11-30;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-rorschach-kreisgerichtspraesident-in-1;abgeschlossen;9;9;2022-07-12T14:43:32+02:00;0.0
Erneuerungswahl Kreisgericht See-Gaster: 18 Richter/innen;2008-11-30;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-see-gaster-18-richter-innen;abgeschlossen;10;10;2022-01-19T07:36:19+01:00;0.0
Erneuerungswahl Kreisgericht Werdenberg-Sarganserland: 18 Richter/innen;2008-11-30;none;election;;;;https://wab.sg.ch/election/erneuerungswahl-kreisgericht-werdenberg-sarganserland-18-richter-innen;abgeschlossen;14;14;2022-01-19T07:36:19+01:00;0.0
Erneuerungswahl Kreisgericht Wil: Gerichtspräsident/in;2008-11-30;none;election;;;;https://wab.sg.ch/election/kreisgerichtspraesident-wil;abgeschlossen;11;11;2022-07-21T09:03:28+02:00;37.98430269485527
