BFS_NR;GEBIET_NAME;THEMA_NAME;SET_NAME;SUBSET_NAME;INDIKATOR_ID;INDIKATOR_NAME;INDIKATOR_JAHR;INDIKATOR_VALUE;EINHEIT_KURZ;EINHEIT_LANG;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;79;Tiefbau-Investitionen [Fr./Einw.];2010;681;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;79;Tiefbau-Investitionen [Fr./Einw.];2011;640.9;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;79;Tiefbau-Investitionen [Fr./Einw.];2012;757.9;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;79;Tiefbau-Investitionen [Fr./Einw.];2013;696.4;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;79;Tiefbau-Investitionen [Fr./Einw.];2014;623.3;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;79;Tiefbau-Investitionen [Fr./Einw.];2015;583.5;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;79;Tiefbau-Investitionen [Fr./Einw.];2016;592.7;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;79;Tiefbau-Investitionen [Fr./Einw.];2017;702.4;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;79;Tiefbau-Investitionen [Fr./Einw.];2018;753.3;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;79;Tiefbau-Investitionen [Fr./Einw.];2019;774.2;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Bauinvestitionen;Bauinvestitionen;79;Tiefbau-Investitionen [Fr./Einw.];2020;775.9;Fr./Einw.;Franken pro Einwohner/-in;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;447;Gebäude mit Wohnnutzung (Wohngebäude) [Anz.];1990;85994;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;447;Gebäude mit Wohnnutzung (Wohngebäude) [Anz.];2000;97221;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;447;Gebäude mit Wohnnutzung (Wohngebäude) [Anz.];2009;107032;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;447;Gebäude mit Wohnnutzung (Wohngebäude) [Anz.];2010;107902;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;447;Gebäude mit Wohnnutzung (Wohngebäude) [Anz.];2011;108796;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;447;Gebäude mit Wohnnutzung (Wohngebäude) [Anz.];2012;109629;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;447;Gebäude mit Wohnnutzung (Wohngebäude) [Anz.];2013;110578;Anz.;Anzahl;
17;Kanton St.Gallen;Bau und Immobilien;Gebäude ;Gebäudebestand;447;Gebäude mit Wohnnutzung (Wohngebäude) [Anz.];2014;111383;Anz.;Anzahl;
