T_Y;Oberkategorie;Kategorie;Standort;Sektor;Untersektor;TAG_CO2-eq./a_Schweiz;TAG/a_Schweiz;TAG_CO2-eq./a_Stadt_St.Gallen;TAG/a_Stadt_St.Gallen
2018;Übrige Materialien;Kies, Sand;Schweiz;Mobilität;Recycling;0.0;0;0.0;0.0
2018;Übrige Materialien;Mauerwerk;Schweiz;Mobilität;Deponie;0.0;0;0.0;0.0
2018;Übrige Materialien;Mauerwerk;Schweiz;Mobilität;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Stahl;Schweiz;Mobilität;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Textilien, Leder;Schweiz;Mobilität;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Textilien, Leder;Schweiz;Mobilität;Deponie;0.0;0;0.0;0.0
2018;Wasser;Wasser;Schweiz;Mobilität;Abwasser;0.0;0;0.0;0.0
2018;Energie;Elektrizität;Schweiz;Produktion und Konsum;Recycling;0.0;0;0.0;0.0
2018;Energie;Treibstoff;Schweiz;Produktion und Konsum;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Nahrung;Nahrung für Menschen;Schweiz;Produktion und Konsum;"Kompost/
Biogas";131067.584;2037897;1162.7272359061385;18078.599403124816
2018;Nahrung;Nahrung für Menschen;Schweiz;Produktion und Konsum;Recycling;0.0;476352;0.0;4225.815624085669
2018;Nahrung;Tierfutter, Tiere;Schweiz;Produktion und Konsum;Abwasser;0.0;0;0.0;0.0
2018;Nahrung;Tierfutter, Tiere;Schweiz;Produktion und Konsum;Deponie;0.0;0;0.0;0.0
2018;Übrige Materialien;Aluminium;Schweiz;Produktion und Konsum;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Asphalt;Schweiz;Produktion und Konsum;Verbrennung;0.0;0;0.0;0.0
2018;Übrige Materialien;Chemische Grundstoffe;Schweiz;Produktion und Konsum;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Glas, Keramik;Schweiz;Produktion und Konsum;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Glas, Keramik;Schweiz;Produktion und Konsum;Deponie;1551.272008;188775;13.76164997441629;1674.6614781438352
2018;Übrige Materialien;Holz, Papier;Schweiz;Produktion und Konsum;Deponie;0.0;0;0.0;0.0
2018;Übrige Materialien;Kunststoff;Schweiz;Produktion und Konsum;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Kunststoff;Schweiz;Produktion und Konsum;Recycling;10609.25305;25209;94.11684489320615;223.63417403007782
2018;Übrige Materialien;Mauerwerk;Schweiz;Produktion und Konsum;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Mauerwerk;Schweiz;Produktion und Konsum;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Stahl;Schweiz;Produktion und Konsum;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Stahl;Schweiz;Produktion und Konsum;Verbrennung;0.0;0;0.0;0.0
2018;Wasser;Wasser;Schweiz;Produktion und Konsum;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Wasser;Wasser;Schweiz;Produktion und Konsum;Recycling;0.0;0;0.0;0.0
2018;Energie;Brennstoff;Schweiz;Bau;Recycling;0.0;0;0.0;0.0
2018;Energie;Elektrizität;Schweiz;Bau;Recycling;0.0;0;0.0;0.0
2018;Nahrung;Nahrung für Menschen;Schweiz;Bau;Recycling;0.0;0;0.0;0.0
2018;Nahrung;Tierfutter, Tiere;Schweiz;Bau;"Kompost/
Biogas";0.0;0;0.0;0.0
2018;Übrige Materialien;Asphalt;Schweiz;Bau;Abwasser;0.0;0;0.0;0.0
2018;Übrige Materialien;Beton;Schweiz;Bau;Abwasser;0.0;0;0.0;0.0
